DATA_LOAD_ID,RAW_SRC_PK,RAW_SRC_PK_TYP,RAW_FK,RAW_FK_TYP,PRIMARY_NAME,BUS_NM_TYP
ALL_FDIC_201904,"1,324,833,239",PR_RECORD_ID,1284,FDIC_CERT_NUM,"FARMERS STATE BANK OF UNIONTOWN, WASHINGTON",PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,243",PR_RECORD_ID,1292,FDIC_CERT_NUM,"MERCANTILE BANK OF CRAWFORD COUNTY, NATIONAL ASSOCIATION",PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,268",PR_RECORD_ID,1367,FDIC_CERT_NUM,FIRST KANSAS BANK AND TRUST COMPANY,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,272",PR_RECORD_ID,1372,FDIC_CERT_NUM,BANK OF GREENSBURG,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,282",PR_RECORD_ID,1383,FDIC_CERT_NUM,STATE BANK OF BELLE PLAINE,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,298",PR_RECORD_ID,1401,FDIC_CERT_NUM,STATE BANK OF DANVERS,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,306",PR_RECORD_ID,1409,FDIC_CERT_NUM,KENSINGTON BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,308",PR_RECORD_ID,1413,FDIC_CERT_NUM,PERENNIAL BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,311",PR_RECORD_ID,1416,FDIC_CERT_NUM,FARMERS STATE BANK OF ELKTON,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,320",PR_RECORD_ID,1425,FDIC_CERT_NUM,"COMMERCE BANK, NATIONAL ASSOCIATION",PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,325",PR_RECORD_ID,1432,FDIC_CERT_NUM,"MASON STATE BANK, MASON CITY, NEBRASKA",PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,327",PR_RECORD_ID,1434,FDIC_CERT_NUM,TOWN & COUNTRY BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,331",PR_RECORD_ID,1439,FDIC_CERT_NUM,AMERICAN INTERSTATE BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,335",PR_RECORD_ID,1448,FDIC_CERT_NUM,BANK OF ELBA,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,342",PR_RECORD_ID,1471,FDIC_CERT_NUM,"FIRST TENNESSEE BANK, GALLATIN, TENNESSEE",PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,361",PR_RECORD_ID,1491,FDIC_CERT_NUM,"FIRST COMMUNITY BANK CENTRAL TEXAS, NATIONAL ASSOCIATION",PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,380",PR_RECORD_ID,1522,FDIC_CERT_NUM,DE WITT BANK AND TRUST COMPANY,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,384",PR_RECORD_ID,1530,FDIC_CERT_NUM,THE BANK OF NORTH ARKANSAS,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,390",PR_RECORD_ID,1546,FDIC_CERT_NUM,BOONE STATE BANK & TRUST COMPANY,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,410",PR_RECORD_ID,1581,FDIC_CERT_NUM,NATICK TRUST COMPANY,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,418",PR_RECORD_ID,1599,FDIC_CERT_NUM,FARMERS AND MERCHANTS STATE BANK OF BLOOMING PRAIRIE,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,420",PR_RECORD_ID,1601,FDIC_CERT_NUM,STATE BANK OF BUTTERFIELD,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,427",PR_RECORD_ID,1609,FDIC_CERT_NUM,FIRST STATE BANK OF WYOMING,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,436",PR_RECORD_ID,1620,FDIC_CERT_NUM,FIRST STOCK YARDS BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,464",PR_RECORD_ID,1654,FDIC_CERT_NUM,OZARK BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,468",PR_RECORD_ID,1658,FDIC_CERT_NUM,FIRST COMMUNITY BANK-FCB,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,480",PR_RECORD_ID,1682,FDIC_CERT_NUM,DAKOTA STATE BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,488",PR_RECORD_ID,1691,FDIC_CERT_NUM,CLEVELAND BANK AND TRUST COMPANY,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,490",PR_RECORD_ID,1693,FDIC_CERT_NUM,UBANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,492",PR_RECORD_ID,1695,FDIC_CERT_NUM,CITIZENS BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,495",PR_RECORD_ID,1700,FDIC_CERT_NUM,FIRST CENTURY BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,499",PR_RECORD_ID,1705,FDIC_CERT_NUM,MOUNTAIN VALLEY BANK,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,504",PR_RECORD_ID,1714,FDIC_CERT_NUM,CITIZENS STATE BANK OF BASTROP,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,506",PR_RECORD_ID,1717,FDIC_CERT_NUM,"FIRST REPUBLICBANK TEMPLE, NATIONAL ASSOCIATION",PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,509",PR_RECORD_ID,1721,FDIC_CERT_NUM,THE SECURITY STATE BANK OF COMMERCE,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,516",PR_RECORD_ID,1729,FDIC_CERT_NUM,THE COLONIAL BANK - GULF COAST REGION,PRIMARY_BANK_NAME
ALL_FDIC_201904,"1,324,833,517",PR_RECORD_ID,1730,FDIC_CERT_NUM,PEOPLES BANK OF GREENSBORO,PRIMARY_BANK_NAME
